Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export
J,"Vachon, S; Halley, A; Beaulieu, M",,,,"Vachon, Stephan; Halley, Alain; Beaulieu, Martin",,,Aligning competitive priorities in the supply chain: the role of interactions with suppliers,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,,English,Article,,,,,,Supply chain management; Strategic alignment; Competitive advantage,MANUFACTURING STRATEGY; ENVIRONMENTAL-MANAGEMENT; OPERATIONS-MANAGEMENT; PERFORMANCE; INTEGRATION; COMPLEXITY; FRAMEWORK; PRODUCTS; IMPACT,"Purpose - Over the last decade, competition in the manufacturing sector has increased as globalization and customer requirements have evolved. Now, organizations are competing not only with their internal capabilities but also on their abilities to leverage capabilities in the supply chain. Recent studies suggest that strategic alignment in the supply chain, assessed by the degree of matching between supply management and market requirements, is critical for the success of organizations in the global marketplace. The purpose of this paper is to examine the possible linkage between strategic alignment (or lack of) in the supply chain, based on the traditional competitive priorities (i.e. cost, quality, flexibility and delivery), and the type of interactions with suppliers. Design/methodology/approach - Strategic alignment in the supply chain was measured by the difference between customer's requirements and the emphasis that the organization puts on these same requirements in dealing with its suppliers. The types of interactions were assessed by six items, three of them to measure the degree of arm's length practices and the other three to assess the degree of cooperation with suppliers. The empirical analysis used data from 512 manufacturing companies in Canada surveyed in 2003 and 2005. Linear regressions were conducted to test a series of four hypotheses linking alignment in the supply chain and the type of interactions with suppliers. Findings - Interactions with suppliers that are increasingly based on cooperation were found to be linked with a better alignment of competitive priorities that are characteristic of responsive supply chains. An unexpected result was the positive link between arm's length interactions and delivery, a dimension that is also associated with responsive supply chains. Research limitations/implications - The choice of interactions with suppliers can be critical in the alignment of competitive priorities in the supply chain. A limitation is that the empirical analysis rests on data collected from one respondent per organization. Originality/value - This paper contributes to research by providing empirical evidence of the link between the type of interactions with suppliers and the alignment of competitive priorities in the supply chain.","[Vachon, Stephan; Halley, Alain; Beaulieu, Martin] HEC Montreal, Dept Logist & Operat Management, Montreal, PQ, Canada","Vachon, S (corresponding author), HEC Montreal, Dept Logist & Operat Management, Montreal, PQ, Canada.",stephane.vachon@hec.ca,,,,,,65,62,66,0,35,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0144-3577,1758-6593,,INT J OPER PROD MAN,Int. J. Oper. Prod. Manage.,,2009,29,3-4,,,,,322,340,,10.1108/01443570910945800,,,19,Management,Business & Economics,438FP,WOS:000265541600007,,,,,2021-03-04
J,"Hameri, AP; Hintsa, J",,,,"Hameri, Ari-Pekka; Hintsa, Juha",,,Assessing the drivers of change for cross-border supply chains,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,,,English,Article,,,,,,Supply chain management; Delphi method; Globalization; Outsourcing; Change management,TRANSACTION COSTS; PERFORMANCE; MANAGEMENT; IMPACT; INTEGRATION; ENTERPRISE; LOGISTICS; SYSTEMS; RISKS,"Purpose - This paper aims to systematically document drivers of change and the implications they will have on international supply chain management in the coming two decades. Design/methodology/approach - This study was commissioned by the World Customs Organization (WCO) at the end of June 2006. Because of increased trade volumes, emerging complex supply networks and heightened security concerns, the WCO saw the need to assess future trends and drivers in supply chain management. The Delphi method was applied to identify a set of foreseeable drivers of change and to assess their predicted impact on global supply chain management in the coming ten to 20 years. Based on a literature review of 150 recent publications and interviews among 33 industry, academic and customs experts, a survey was designed and conducted to collect current and potential change drivers in global supply chains. These drivers were compiled and prioritized by an eclectic team of 12 specialists. Findings - The main results of the study are strongly connected to strategic and operational supply chain planning for the next ten to 20 years. They are related to increased off-shoring of operations through truly global manufacturing, characterized by its intercontinental supply of materials; increased product complexity with shorter product life cycles; increased importance of business-to-governmert networking for operational and security efficiency; introduction of new supply chain services integrating financial, physical and information flows leading to further consolidation in the logistics markets; and the overall increase in risks and vulnerabilities in international supply chains. Originality/value - This paper provides a 360 degree view of the future of international supply chain management and the challenges companies will face to compete in the twenty-first century business environment.","[Hameri, Ari-Pekka] Univ Lausanne, Ecole Hautes Etud Commerciales, Lausanne, Switzerland; [Hintsa, Juha] Cross Border Res Assoc, Lausanne, Switzerland","Hameri, AP (corresponding author), Univ Lausanne, Ecole Hautes Etud Commerciales, Lausanne, Switzerland.",ahameri@unil.ch,,,,,,44,49,49,2,51,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0960-0035,1758-664X,,INT J PHYS DISTR LOG,Int. J. Phys. Distrib. Logist. Manag.,,2009,39,9-10,,,,,741,761,,10.1108/09600030911008184,,,21,Management,Business & Economics,687SS,WOS:000284798800002,,,,,2021-03-04
J,"Moore, SB; Manring, SL",,,,"Moore, Samuel B.; Manring, Susan L.",,,Strategy development in small and medium sized enterprises for sustainability and increased value creation,JOURNAL OF CLEANER PRODUCTION,,,English,Article,,,,,,Sustainability; Small and medium sized enterprises (SMEs); Sustainable supply chain management; Resilience; Industrial ecology,,"Sustainability strategies create many synergistic effects for SMEs working collaboratively. as well as systemic benefits for the commons. After setting forth the business case for sustainable SMEs, and considering SME sustainability advantages in contrast to MNEs, this paper discusses several different incentives for SMEs to optimize sustainability: (1) becoming valuable sustainable investment targets for larger firms; (2) creating highly competitive networks of sustainable SMEs in market spaces where large enterprises are less successful; (3) becoming highly efficient suppliers in global supply chains through sustainable practices. While several successful models of the sustainable SME are evolving, it may be that networks of SMEs will become essential for addressing the systemic problems that underlie industrial ecology, enterprise resilience, and global supply chain sustainability. SMEs represent the majority of all enterprises, and rapidly evolving communication technologies allow for various routes of network formation. (C) 2008 Elsevier Ltd. All rights reserved.","[Moore, Samuel B.] Ouroboros Holdings LLC, Elon, NC 27244 USA; [Manring, Susan L.] Elon Univ, Martha & Spencer Love Sch Business, Elon, NC 27244 USA","Moore, SB (corresponding author), Ouroboros Holdings LLC, 4003 Birkdale Ct, Elon, NC 27244 USA.",sammoore1955@hotmail.com; manring@elon.edu,"Yang, Shicai/C-6094-2009",,,,,74,175,177,5,142,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0959-6526,1879-1786,,J CLEAN PROD,J. Clean Prod.,,2009,17,2,,,,,276,282,,10.1016/j.jclepro.2008.06.004,,,7,"Green & Sustainable Science & Technology; Engineering, Environmental; Environmental Sciences",Science & Technology - Other Topics; Engineering; Environmental Sciences & Ecology,400QV,WOS:000262884500021,,,,,2021-03-04
J,"Mohamed, M; Stankosky, M; Mohamed, M",,,,"Mohamed, Mirghani; Stankosky, Michael; Mohamed, Mona",,,An empirical assessment of knowledge management criticality for sustainable development,JOURNAL OF KNOWLEDGE MANAGEMENT,,,English,Article,,,,,,Sustainable development; Communication technologies; Content management; Communities; Working practices,,"Purpose - The purpose of this paper is to empirically assess the importance of knowledge management (KM) for sustainable development. Two main hypotheses about the critical success factors of knowledge and technology contribution to sustainable development are tested. Design/methodology/approach - The research is carried out using surveys and interviews among a KM/integrated information and communication technologies (IICTs) sustainable development community Findings - Results show that KM is critical for innovation, prioritization and efficient use of resources. A significant linear association between IICTs and KM across time and geography is detected. IICTs improve the quality of shared decision making in inter- and intra-organizational settings. Paradoxically, IICTs lead to information overload, and digitization leads to knowledge dilution de-contextualization. Nevertheless, these drawbacks are outweighed by the multitude of the converged technologies benefits. Research limitations/implications - There is a limited amount of data subjected to the statistical analysis. This may skew some of the results, and inflate the experimental error. However, the limited data are due to the restricted targeted population itself. Originality/value - The results in this paper led to the proposal of the knowledge iterative supply network (KISN) framework, which describes knowledge lifecycle that lessens technology negative impacts. This would be a valuable roadmap for KM practitioners who are planning to deploy KM technology for supporting sustainable development.","[Stankosky, Michael] George Washington Univ, Inst Knowledge & Innovat, Washington, DC USA",,mirghani@nyit.edu,"Wang, Charles/B-5565-2011","Wang, Charles/0000-0001-9331-8437",,,,41,19,19,1,19,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1367-3270,1758-7484,,J KNOWL MANAG,J. Knowl. Manag.,,2009,13,5,,,,,271,286,,10.1108/13673270910988105,,,16,Information Science & Library Science; Management,Information Science & Library Science; Business & Economics,533RF,WOS:000272841500006,,,,,2021-03-04
J,"Pathak, SD; Dilts, DM; Mahadevan, S",,,,"Pathak, Surya D.; Dilts, David M.; Mahadevan, Sankaran",,,INVESTIGATING POPULATION AND TOPOLOGICAL EVOLUTION IN A COMPLEX ADAPTIVE SUPPLY NETWORK,JOURNAL OF SUPPLY CHAIN MANAGEMENT,,,English,Article,,,,,,supply network; complex adaptive supply network; analysis of supply network evolution; time series analysis; logistical regression,,"This paper investigates the dynamics of a complex adaptive supply network (CASN), focusing on understanding stability of the structural evolution of a supply network and supplier population emergence. Supply network evolution data collected from simulated responses of the U. S. automobile industry are used in multivariate statistics and time series analysis to identify patterns of network evolution. This analysis reveals that the type of environment a supply network evolves in appears to be a major factor in determining critical timing of structural changes during the evolution of a CASN. Further, time series analysis of firm population evolution highlights how supply networks evolve due to path dependencies in the CASN system. Information about these two aspects of supply network evolution can prove useful to a decision maker in determining how to respond to supply network changes.","[Pathak, Surya D.] Univ Washington, Business Program, Bothell, WA 98011 USA; [Dilts, David M.] Oregon Hlth & Sci Univ, Knight Canc Inst, Portland, OR 97201 USA; [Dilts, David M.] Oregon Hlth & Sci Univ, Div Management, Portland, OR 97201 USA; [Mahadevan, Sankaran] Vanderbilt Univ, NSF Funded Multidisciplinary Grad Program Reliabi, Nashville, TN USA","Pathak, SD (corresponding author), Univ Washington, Business Program, Bothell, WA 98011 USA.",,"Pathak, Surya/AAG-1737-2019; E G, KAVILAL/O-2779-2015",,,,,25,19,20,0,13,WILEY-BLACKWELL,MALDEN,"COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA",1523-2409,,,J SUPPLY CHAIN MANAG,J. Supply Chain Manag.,,2009,45,3,,,,,54,67,,10.1111/j.1745-493X.2009.03171.x,,,14,Management,Business & Economics,V18CJ,WOS:000207982600005,,,,,2021-03-04
J,"Shook, CL; Adams, GL; Ketchen, DJ; Craighead, CW",,,,"Shook, Christopher L.; Adams, Garry L.; Ketchen, David J., Jr.; Craighead, Christopher W.",,,Towards a theoretical toolbox for strategic sourcing,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,,,English,Article,,,,,,Sourcing; Supply chain management; Procurement; Purchasing; Organizational theory,COMPETITIVE ADVANTAGE; TRANSACTION-COST; FIRM; RESOURCE; KNOWLEDGE; NETWORKS; ENVIRONMENT; CAPABILITIES; ORGANIZATION; PERFORMANCE,"Purpose - The goal of this paper is to provide a broad foundation for future research in the are of strategic sourcing. Design/methodology/approach - The foundation is derived by drawing from various well-established organizational theories. Specifically, strategic sourcing was viewed from the perspective of institutional theory, resource dependence theory, network theory, systems, theory, resource/knowledge-based views of the firm, transaction cost economics, agency theory, strategic choice theory, sociocognitive theory, and critical theory. Findings - By viewing strategic sourcing through the lens of ten organizational theories, this research provides multiple insights into many interrelated strategic sourcing questions, such as when to make, buy or ally, how many and which suppliers, and how to manage sourcing relationships. The paper offers a rich and diverse foundation to foster future theory-building activities in sourcing and supply management research. Originality/value - While some of the se theory bases have been utilized, to some degree, in the supply management research, the paper offers a more holistic perspective of theoretical insights for strategic sourcing. Each of these organizational theories could be utilized as a foundation for future studies. Further, the paper offers competing and/or complementary theory bases to enhances possible insights into many strategic sourcing questions such as when to make, bury or ally.","[Shook, Christopher L.; Adams, Garry L.; Ketchen, David J., Jr.] Auburn Univ, Dept Management, Auburn, AL 36849 USA; [Craighead, Christopher W.] Auburn Univ, Supply Chain Management Program, Auburn, AL 36849 USA","Shook, CL (corresponding author), Auburn Univ, Dept Management, Auburn, AL 36849 USA.",,,,,,,60,48,48,2,41,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1359-8546,1758-6852,,SUPPLY CHAIN MANAG,Supply Chain Manag.,,2009,14,1,,,,,3,10,,10.1108/13598540910927250,,,8,Business; Management,Business & Economics,416YG,WOS:000264040800001,,,,,2021-03-04
J,"Matowe, L; Waako, P; Adome, RO; Kibwage, I; Minzi, O; Bienvenu, E",,,,"Matowe, Lloyd; Waako, Paul; Adome, Richard Odoi; Kibwage, Isaac; Minzi, Omary; Bienvenu, Emile",,,A strategy to improve skills in pharmaceutical supply management in East Africa: the regional technical resource collaboration for pharmaceutical management,HUMAN RESOURCES FOR HEALTH,,,English,Article,,,,,,,INTERNATIONAL-NETWORK; RATIONAL-USE; DEVELOPING-COUNTRIES; DRUGS,"Background: International initiatives such as the Global Fund to Fight AIDS, Tuberculosis and Malaria, the President's Emergency Plan for AIDS Relief and the President's Malaria Initiative have significantly increased availability and access to medicines in some parts of the developing world. Despite this, however, skills remain limited on quantifying needs for medications and ordering, receiving and storing medications appropriately; recording medications inventories accurately; distributing medications for use appropriately; and advising patients on how to use medications appropriately. The Regional Technical Resource Collaboration for Pharmaceutical Management (RTRC) has been established to help address the problem of skills shortage in pharmaceutical management in East Africa. Methods: The initiative brings together academic institutions from four East African countries to participate in skills-building activities in pharmaceutical supply management. The initiative targeted the institutions' ability to conduct assessments of pharmaceutical supply management systems and to develop and implement effective skills-building programmes for pharmaceutical supply chain management. Results: Over a two-year period, the RTRC succeeded in conducting assessments of pharmaceutical supply management systems and practices in Kenya, Rwanda, Tanzania and Uganda. In 2006, the RTRC participated in a materials-development workshop in Kampala, Uganda, and contributed to the development of comprehensive HIV/AIDS pharmaceutical management training materials; these materials are now widely available in all four countries. In Tanzania and Uganda the RTRC has been involved with the training of health care workers in HIV/AIDS pharmaceutical management. In Kenya, Tanzania and Uganda the RTRC has been conducting operations research to find solutions to their countries' skills-shortage problems. Some of the interventions tested include applying and evaluating the effectiveness of a novel skills-building approach for pharmaceutical supply management. Conclusion: Nurturing collaboration between regional institutions in resource-limited countries to build in-country skills in pharmaceutical supply management appears to be an effective intervention. Support from local programmes and technical assistance from organizations and institutions with the necessary expertise is critical for success, particularly at inception. The skills acquired by local institutions can be incorporated into both pre-service and in-service teaching curricula. This ensures long-term availability of skills in-country. The ability of trained institutions to mobilize their own resources for skills-building activities is crucial for the success and sustainability of these programmes.","[Matowe, Lloyd] Management Sci Hlth, Ctr Pharmaceut Management, RPM Plus Program, Arlington, VA 22203 USA; [Waako, Paul] Makerere Univ, Dept Pharmacol & Therapeut, Kampala, Uganda; [Adome, Richard Odoi] Makerere Univ, Dept Pharm, Kampala, Uganda; [Kibwage, Isaac] Univ Nairobi, Sch Pharm, Nairobi, Kenya; [Minzi, Omary] Muhimbili Univ, Coll Hlth & Allied Sci, Sch Pharm, Dar Es Salaam, Tanzania; [Bienvenu, Emile] Natl Univ Rwanda, Fac Med, Dept Pharm, Butare, Rwanda","Matowe, L (corresponding author), Management Sci Hlth, Ctr Pharmaceut Management, RPM Plus Program, 4301 N Fairfax Dr, Arlington, VA 22203 USA.",lmatowe@msh.org; pwaako@med.mak.ac.ug; rodoi@med.mak.ac.ug; okibwage@uonbi.ac.ke; ominzi@muchs.ac.tz; ebienvenu3@yahoo.com,,"Kibwage, Isaac/0000-0003-1257-8750",,,,14,13,13,0,18,BMC,LONDON,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",1478-4491,,,HUM RESOUR HEALTH,Hum. Resour. Health,DEC 23,2008,6,,,,,,,,30,10.1186/1478-4491-6-30,,,6,Health Policy & Services; Industrial Relations & Labor,Health Care Sciences & Services; Business & Economics,432GL,WOS:000265121400001,19105836,"DOAJ Gold, Green Published",,,2021-03-04
J,"Hendrickson, J; Sassenrath, GF; Archer, D; Hanson, J; Halloran, J",,,,"Hendrickson, J.; Sassenrath, G. F.; Archer, D.; Hanson, J.; Halloran, J.",,,"Interactions in integrated US agricultural systems: The past, present and future",RENEWABLE AGRICULTURE AND FOOD SYSTEMS,,,English,Article,,,,,,dynamic-integrated production systems; economic drivers; social/political drivers; environmental drivers; technological drivers; system adaptability,CLIMATE-CHANGE; SUSTAINABILITY; TECHNOLOGY; COMPLEXITY; UPDATE,"During the 20th century, American agriculture underwent dramatic changes. At the beginning, farms were more diverse, dependent on animal traction, on-farm inputs and income and, after initial land grants, nearly independent of government policy. However. external issues. such as government policies, mechanization, fossil fuel costs, increased consolidation and vertical integration of markets and increased societal awareness of the environment and concern with farming practices, have Substantially altered the structure of agriculture. These external issues are significant drivers of agriculture and we grouped them into social/political, economic. environmental and technological drivers. Previous papers have examined specific effects of these drivers. Our objective is to examine how these drivers interact and influence today's agricultural systems. We developed four categories: (1) Commodity Crop Production. (2) Supply Chain Livestock Production, (3) Organic Production and (4) Extensive Livestock Production. to describe major current agricultural systems. These categories were developed as major and contrasting systems but do not represent all of American agriculture. Although it is not possible to predict the future, interactions among the various drivers will affect these systems differently. By examining multiple scenarios, We conclude the highly specialized systems (Nos. 1 and 2) are highly Vulnerable to future changes, and that developing adaptive capacity is critical for dealing with new uncertainty. Sustainable agricultural systems will need balance among various domains to be able to adapt and survive. We suggest that the concept of dynamic-integrated agricultural systems may he the best way to meet this goal because of its ability to consider multiple goals and flexible producer decision-making.","[Hendrickson, J.; Hanson, J.] USDA ARS, No Great Plains Res Lab, Mandan, ND 58554 USA; [Sassenrath, G. F.] Jamie Whitten Delta States Res Ctr, Applicat & Prod Technol Res Unit, Stoneville, MS 38776 USA; [Archer, D.] USDA ARS, N Cent Soil Conservat Res Lab, Morris, MN 56267 USA; [Halloran, J.] Univ Maine, New England Plant Soil & Water Res Lab, USDA ARS, Orono, ME 04469 USA","Hendrickson, J (corresponding author), USDA ARS, No Great Plains Res Lab, Box 459, Mandan, ND 58554 USA.",hendricj@mandan.ars.usda.gov,"Archer, David/I-7263-2019; Hendrickson, John/M-1999-2019","Archer, David/0000-0002-4816-7040; Hendrickson, John/0000-0001-8600-9214; Sassenrath, Gretchen/0000-0002-0807-1300",,,,71,32,32,5,49,CAMBRIDGE UNIV PRESS,CAMBRIDGE,"EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND",1742-1705,1742-1713,,RENEW AGR FOOD SYST,Renew. Agr. Food Syst.,DEC,2008,23,4,,,,,314,324,,10.1017/S1742170507001998,,,11,"Agriculture, Multidisciplinary",Agriculture,386QU,WOS:000261898500007,,,,,2021-03-04
J,"Forget, P; D'Amours, S; Frayret, JM",,,,"Forget, Pascal; D'Amours, Sophie; Frayret, Jean-Marc",,,Multi-behavior agent model for planning in supply chains: An application to the lumber industry,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,,,English,Article; Proceedings Paper,7th IFIP International Conference on Information Technology for Balanced Automation Systems in Manufacturing and Services,"SEP 04-06, 2006","Niagara Falls, CANADA","IFIP TC 5, WG 5 5",,supply chain management; agent model; agent-based planning systems; advanced planning system; Lumber industry,SYSTEMS; COORDINATION; DISRUPTIONS; MANAGEMENT; KNOWLEDGE; SCHEDULES; FRAMEWORK; FACE,"Recent economic and international threats to western industries have encouraged companies to increase their performance in all ways possible. Many look to deal quickly with disturbances. reduce inventory, and exchange information promptly throughout the supply chain. In other words they want to become more agile. To reach this objective it is critical for planning systems, to present planning strategies adapted to the different contexts, to attain better performances. Due to consolidation, the development of integrated supply chains and the use of inter-organizational information systems have increased business interdependencies and in turn the need for increased collaboration to deal with disturbance in a synchronized way. Thus, agility and synchronization in supply chains are critical to maintain overall performance. In order to develop tools to increase the agility of the supply chain and to promote the collaborative management of such disturbances. agent-based technology takes advantage of the ability of agents to make autonomous decisions in a distributed network through the use of advanced collaboration mechanisms. Moreover. because of the highly instable and dynamic environment of today's supply chains, planning agents must handle multiple problem solving approaches. This paper proposes a Multibehavior planning agent model using different planning strategies when decisions are supported by a distributed planning system. The implementation of this solution is realized through the FOR@C experimental agent-based platform. dedicated to supply chain planning for the lumber industry. (c) 2007 Elsevier Ltd. All rights reserved.","[Forget, Pascal; D'Amours, Sophie] Univ Laval, FOR C Res Consortium, Quebec City, PQ G1K 7P4, Canada; [Frayret, Jean-Marc] Ecole Polytech Montreal, Math & Ind Engn Dept, Montreal, PQ H3T 1J4, Canada","Forget, P (corresponding author), Univ Laval, FOR C Res Consortium, Pavillon Adrien Pouliot, Quebec City, PQ G1K 7P4, Canada.",pascal.forget@cirrelt.ca,,"D'Amours, Sophie/0000-0003-3278-4949",,,,44,33,33,1,18,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0736-5845,,,ROBOT CIM-INT MANUF,Robot. Comput.-Integr. Manuf.,OCT,2008,24,5,,,,,664,679,,10.1016/j.rcim.2007.09.004,,,16,"Computer Science, Interdisciplinary Applications; Engineering, Manufacturing; Robotics",Computer Science; Engineering; Robotics,340EC,WOS:000258627900009,,,,,2021-03-04
J,"Ukidwe, NU; Bakshi, BR",,,,"Ukidwe, Nandan U.; Bakshi, Bhavik R.",,,Resource intensities of chemical industry sectors in the United States via input-output network models,COMPUTERS & CHEMICAL ENGINEERING,,,English,Article,,,,,,input-output modeling; life cycle assessment; sustainability; network analysis; exergy; green engineering,SUSTAINABILITY METRICS; EMBODIED ENERGY; EXERGY; PRODUCTS; SERVICES; ECONOMY; SYSTEMS,"Transitioning to more sustainable operations is widely considered to be among the premier challenges facing the chemical industry today. The motivators for such change include an increasingly tightening regulatory regime, increased consumer awareness, and inclination of investors to consider risks associated with lendings to hazardous material industries. As an effort to become greener, chemical industries are making conscious efforts to reduce their resource intensities or footprints. Such efforts need to be supported by models that can quantify the broad economic and environmental implications of industrial decisions. This manuscript uses the recently developed Ecologically Based Life Cycle Assessment (EcoLCA) model of the United States economy to analyze resource intensities of chemical industry sectors, comparing them with each other and with other industry sectors. The raw numbers are normalized by national flows to gain insight into possible resource vulnerabilities of industrial sectors. These numbers are also aggregated based on their mass or exergy to reduce their dimensionality and permit easier interpretation. Ecological cumulative exergy consumption (ECEC) allows consideration of a wide variety of ecosystem goods and services, human resources and emissions and their impacts on a consistent basis, and is shown to provide unique insight in addition to conventional measures based on mass and Industrial cumulative exergy consumption (ICEC). Ratios of ECEC to money indicate the relative throughputs of natural to economic capital, and are used for investigating supply chains of selected sectors and identifying likely keystone sectors. The insights obtained by juxtaposing resource intensities of chemical industry sectors amongst themselves and with those of the rest of economy are used to identify opportunities for reducing resources intensities of chemical industry sectors that could enable improvement of their environmental sustainability. (C) 2008 Elsevier Ltd. All rights reserved.","[Bakshi, Bhavik R.] Ohio State Univ, Dept Chem & Biomol Engn, Columbus, OH 43210 USA; [Ukidwe, Nandan U.] Solutia Inc, Springfield, MA 01151 USA","Bakshi, BR (corresponding author), Ohio State Univ, Dept Chem & Biomol Engn, Columbus, OH 43210 USA.",bakshi.2@osu.edu,"Bakshi, Bhavik R/G-3878-2012","Bakshi, Bhavik/0000-0002-6604-8408",,,,50,15,16,3,32,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0098-1354,,,COMPUT CHEM ENG,Comput. Chem. Eng.,SEP 26,2008,32,9,,,,,2050,2064,,10.1016/j.compchemeng.2008.02.006,,,15,"Computer Science, Interdisciplinary Applications; Engineering, Chemical",Computer Science; Engineering,332BB,WOS:000258055500007,,,,,2021-03-04
J,"Siddiqui, A; Khan, M; Akhtar, S",,,,"Siddiqui, Atiq; Khan, Mehmood; Akhtar, Sohail",,,Supply chain simulator: A scenario-based educational tool to enhance student learning,COMPUTERS & EDUCATION,,,English,Article,,,,,,scenario-based e-learning; teaching/learning strategies; interactive learning environments; active learning; supply chain,MANAGEMENT; GAME,"Simulation-based educational products are excellent set of illustrative tools that proffer features like visualization of the dynamic behavior of a real system, etc. Such products have great efficacy in education and are known to be one of the first-rate student centered learning methodologies. These products allow students to practice skills such as critical thinking and decision-making. In this paper, a case is presented where a scenario-based e-learning product namely 'supply chain simulator' is developed at KFUPM for an introductory technology course. The product simulates a supply chain - a network of facilities and distribution systems that carries out the task of procurement and transformation of materials from manufacturer to customer. The product was put to test during four semesters and results of the survey conducted by the instructors and the students are presented. The results clearly suggest the benefits of using such a tool in enhancing student learning. (C) 2007 Elsevier Ltd. All rights reserved.","[Siddiqui, Atiq; Khan, Mehmood; Akhtar, Sohail] King Fahd Univ Petr & Minerals, Dept Syst Engn, Dhahran 31261, Saudi Arabia","Siddiqui, A (corresponding author), King Fahd Univ Petr & Minerals, Dept Syst Engn, Dhahran 31261, Saudi Arabia.",atique@ccse.kfupm.edu.sa,"Siddiqui, Atiq/AAG-3454-2019; Osorio, Javier/F-7340-2016; Siddiqui, Atiq W/A-2522-2009","Siddiqui, Atiq/0000-0003-3811-5973; Osorio, Javier/0000-0003-0809-6951; Siddiqui, Atiq W/0000-0003-3811-5973",,,,22,55,56,1,27,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0360-1315,,,COMPUT EDUC,Comput. Educ.,AUG,2008,51,1,,,,,252,261,,10.1016/j.compedu.2007.05.008,,,10,"Computer Science, Interdisciplinary Applications; Education & Educational Research",Computer Science; Education & Educational Research,318PG,WOS:000257103500018,,,,,2021-03-04
